city,country,latitude,longitude,population,no_data,model_score_2026,model_score_2050,2026_thermique_exposure,2026_eau_exposure,2026_feux_exposure,2026_mer_exposure,2026_fleuves_exposure,2026_stabilite_exposure,2050_thermique_exposure,2050_eau_exposure,2050_feux_exposure,2050_mer_exposure,2050_fleuves_exposure,2050_stabilite_exposure
Tultitlán de Mariano Escobedo,MX,19.65,-99.17,28017,False,58,52,2.0,57.599999999999994,54.800000000000004,0.0,33.6,30.8,2.0,63.2,62.8,0.0,33.6,61.6
Javea,ES,38.78,0.17,28016,False,45,43,15.6,82.0,53.6,1.6,0.0,22.8,18.8,83.2,53.2,1.6,0.0,38.4
Leifeng,CN,28.2,112.85,28014,False,76,73,33.2,0.0,0.8,0.0,32.0,15.6,37.2,0.0,1.6,0.0,32.0,35.6
Āron,IN,24.38,77.42,28010,False,53,52,51.2,36.4,67.2,0.0,0.0,10.0,54.800000000000004,36.8,67.2,0.0,0.0,16.400000000000002
Villa Dolores,AR,-31.94,-65.19,28009,False,67,67,11.200000000000001,47.199999999999996,29.599999999999998,0.0,1.6,27.200000000000003,13.200000000000001,46.400000000000006,31.2,0.0,1.6,38.800000000000004
Aleksandrovskoye,RU,44.71,43.0,28006,False,64,57,32.0,48.0,34.0,0.0,0.0,33.2,33.2,52.400000000000006,38.4,0.0,0.0,57.99999999999999
Kamychlov,RU,56.85,62.71,28006,False,62,46,40.8,22.0,10.4,0.0,36.4,49.6,38.800000000000004,25.6,11.600000000000001,0.0,36.4,78.4
Yitang,CN,34.26,117.89,28002,False,67,65,33.6,30.8,26.400000000000002,0.0,41.6,13.600000000000001,35.199999999999996,30.8,27.200000000000003,0.0,41.6,36.0
Yinqiao Zhen,CN,25.75,100.12,28002,False,77,64,5.2,32.4,24.4,0.0,0.0,31.2,3.5999999999999996,36.8,27.200000000000003,0.0,0.0,55.2
Santa Maria,PH,16.95,120.44,28002,False,76,70,33.2,0.0,34.0,2.0,0.0,18.8,41.199999999999996,0.0,34.8,2.4,0.0,36.0
Villemomble,FR,48.88,2.5,28001,False,69,65,11.600000000000001,27.200000000000003,23.599999999999998,0.0,42.4,23.599999999999998,10.8,32.800000000000004,30.4,0.0,42.4,45.6
Jinqiao,CN,31.27,121.59,28000,False,30,29,22.8,0.0,10.0,100.0,73.2,9.2,24.4,0.0,11.200000000000001,100.0,73.2,25.6
Brierley Hill,GB,52.48,-2.12,28000,False,89,82,14.399999999999999,0.0,1.6,0.0,0.0,16.8,12.4,0.0,3.5999999999999996,0.0,0.0,30.0
Batifa,IQ,37.17,43.01,28000,False,51,47,34.0,39.6,70.39999999999999,0.0,0.0,33.2,37.6,46.0,74.0,0.0,0.0,62.8
Saint-Hélier,JE,49.19,-2.1,28000,False,87,80,6.0,0.0,10.8,11.600000000000001,0.0,18.8,5.2,0.0,13.200000000000001,12.0,0.0,30.8
Sahavato,MG,-20.6,48.33,28000,False,78,71,34.8,0.0,0.0,0.4,0.0,18.4,43.6,0.0,5.2,0.4,0.0,34.0
Mirnyy,RU,62.76,40.34,28000,False,67,51,43.6,0.0,5.2,0.0,0.0,49.6,40.8,0.0,5.2,0.0,0.0,79.60000000000001
Shanwa,TZ,-3.17,33.77,28000,False,56,53,8.799999999999999,46.400000000000006,67.60000000000001,0.0,0.0,22.8,16.400000000000002,45.2,68.0,0.0,0.0,42.8
Terny,UA,48.14,33.56,28000,False,65,50,28.799999999999997,45.6,34.4,0.0,0.0,43.6,28.799999999999997,52.0,40.400000000000006,0.0,0.0,71.6
Kagadi,UG,0.94,30.81,28000,False,83,70,2.0,4.3999999999999995,26.400000000000002,0.0,0.0,20.0,7.199999999999999,10.0,29.2,0.0,0.0,46.800000000000004
Pop,UZ,40.87,71.11,28000,False,31,29,37.2,96.8,25.6,0.0,59.599999999999994,28.000000000000004,41.199999999999996,97.2,25.6,0.0,59.599999999999994,50.0
Kitsuki,JP,33.42,131.62,27999,False,84,72,14.000000000000002,0.0,0.4,4.8,0.0,24.8,15.6,0.0,1.6,4.8,0.0,46.0
Bella Vista,US,36.48,-94.27,27999,False,77,68,34.4,0.0,0.0,0.0,0.0,29.599999999999998,36.0,0.0,0.0,0.0,0.0,50.8
Berlin-Friedenau,DE,52.47,13.33,27998,False,68,62,18.0,29.2,17.2,0.0,41.6,31.6,16.0,34.0,22.8,0.0,41.6,50.8
Melrose,US,42.46,-71.07,27997,False,76,62,31.2,0.0,0.0,14.799999999999999,0.0,34.0,31.2,0.0,0.0,15.6,0.0,59.199999999999996
Fitchburg,US,42.96,-89.47,27996,False,75,63,38.0,0.0,1.6,0.0,0.0,34.0,38.0,0.0,2.0,0.0,0.0,58.4
Bultfontein,ZA,-28.29,26.15,27994,False,56,53,18.4,63.6,45.2,0.0,0.0,27.6,18.8,66.0,50.8,0.0,0.0,54.800000000000004
Muswell Hill,GB,51.59,-0.14,27992,False,74,71,11.200000000000001,25.2,22.0,28.000000000000004,29.599999999999998,18.8,9.6,29.599999999999998,26.400000000000002,28.4,29.599999999999998,33.6
Hōjō,JP,33.98,132.78,27992,False,83,72,16.0,0.0,0.0,11.200000000000001,0.0,25.2,16.0,0.0,0.0,11.600000000000001,0.0,45.2
Apaseo el Alto,MX,20.46,-100.62,27991,False,54,48,4.3999999999999995,58.8,68.4,0.0,0.0,32.4,7.199999999999999,64.4,74.8,0.0,0.0,64.0
Rincón de Romos,MX,22.23,-102.32,27988,False,49,45,6.4,74.8,65.2,0.0,0.0,34.0,8.4,78.0,68.0,0.0,0.0,64.0
Gramercy Park,US,40.74,-73.99,27988,False,72,57,26.400000000000002,0.0,0.0,32.0,13.600000000000001,36.8,28.4,0.0,0.0,34.0,13.600000000000001,62.4
Guasipati,VE,7.48,-61.9,27988,False,58,43,58.8,0.0,28.4,0.0,33.2,25.6,76.4,20.4,36.8,0.0,33.2,59.199999999999996
Byaroza,BY,52.53,24.98,27986,False,73,61,28.000000000000004,6.0,8.0,0.0,0.0,40.400000000000006,25.6,13.200000000000001,11.600000000000001,0.0,0.0,62.0
Mirandópolis,BR,-21.13,-51.1,27983,False,69,61,34.8,22.8,40.8,0.0,0.0,32.0,45.2,24.0,44.0,0.0,0.0,52.400000000000006
Wellesley,US,42.3,-71.29,27982,False,78,63,31.2,0.0,0.0,0.0,0.0,33.6,31.6,0.0,0.0,0.0,0.0,59.199999999999996
Ukiha,JP,33.36,130.75,27981,False,84,73,17.2,0.0,0.0,0.0,0.0,24.8,17.599999999999998,0.0,0.4,0.0,0.0,45.6
Aoto,JP,35.75,139.85,27980,False,67,65,18.4,0.0,0.0,48.4,0.4,23.599999999999998,20.4,0.0,0.0,50.0,0.4,42.8
Dịch Vọng,VN,21.03,105.8,27979,False,38,36,52.800000000000004,0.0,19.2,6.0,92.4,10.4,60.0,0.0,20.4,6.0,92.4,27.200000000000003
Enterprise,US,31.32,-85.86,27978,False,79,69,30.8,0.0,5.2,0.0,0.0,26.0,36.4,0.0,5.2,0.0,0.0,48.0
Winchester,US,36.13,-115.12,27978,False,34,33,36.8,100.0,9.6,0.0,0.0,32.0,40.0,100.0,9.2,0.0,0.0,52.400000000000006
Tizi Gheniff,DZ,36.59,3.77,27974,False,59,57,15.2,29.2,62.0,0.0,0.0,25.2,18.4,32.4,63.6,0.0,0.0,42.4
Kintinian,GN,11.6,-9.38,27969,False,48,40,72.39999999999999,28.000000000000004,64.4,0.0,0.0,21.6,82.8,35.199999999999996,68.0,0.0,0.0,40.8
Arad,IL,31.26,35.21,27967,False,38,35,17.2,96.0,36.0,0.0,0.0,28.000000000000004,20.8,96.8,34.8,0.0,0.0,51.2
Hadagalli,IN,15.02,75.93,27967,False,41,38,44.4,61.6,80.80000000000001,0.0,32.4,14.399999999999999,53.6,63.2,81.6,0.0,32.4,29.2
Houqiao,CN,25.32,98.28,27965,False,84,73,6.4,0.0,8.0,0.0,0.0,26.8,4.3999999999999995,0.0,9.6,0.0,0.0,46.800000000000004
Patran,IN,29.96,76.05,27963,False,37,35,63.6,70.8,82.0,0.0,35.6,15.2,68.8,71.2,82.39999999999999,0.0,35.6,32.0
Yanaul,RU,56.27,54.93,27963,False,68,54,41.199999999999996,6.800000000000001,13.200000000000001,0.0,0.0,46.400000000000006,40.0,12.8,14.799999999999999,0.0,0.0,71.2
Camiri,BO,-20.04,-63.52,27961,False,47,43,37.6,62.4,72.0,0.0,21.2,28.000000000000004,46.400000000000006,63.6,75.2,0.0,21.2,47.599999999999994
San Francisco Acuautla,MX,19.35,-98.86,27960,False,80,61,3.5999999999999996,11.600000000000001,22.8,0.0,1.2,30.8,2.0,23.599999999999998,30.8,0.0,1.2,62.4
Tharād,IN,24.4,71.63,27954,False,34,33,80.80000000000001,72.39999999999999,87.2,0.0,0.0,26.0,86.4,72.0,86.8,0.0,0.0,44.800000000000004
Labasa,FJ,-16.43,179.36,27949,False,83,77,24.4,0.0,0.0,9.2,0.0,16.0,32.800000000000004,0.0,0.0,11.200000000000001,0.0,28.799999999999997
Yaguachi Nuevo,EC,-2.1,-79.69,27947,False,23,21,56.8,0.0,42.8,100.0,81.6,22.8,61.6,2.0,45.6,100.0,81.6,38.800000000000004
Slidell,US,30.28,-89.78,27942,False,29,27,34.4,0.0,0.0,100.0,76.4,24.4,40.0,0.0,0.0,100.0,76.4,43.2
Deli Tua,ID,3.51,98.68,27940,False,65,60,56.8,0.0,0.0,0.0,0.0,14.000000000000002,62.0,0.0,0.0,0.0,0.0,31.6
Missour,MA,33.05,-3.99,27937,False,35,32,20.4,98.0,25.6,0.0,16.400000000000002,33.2,23.200000000000003,99.6,23.599999999999998,0.0,16.400000000000002,61.199999999999996
Sanctorum,MX,19.1,-98.25,27936,False,64,57,2.8000000000000003,42.4,53.2,0.0,0.0,30.0,4.3999999999999995,50.4,61.6,0.0,0.0,62.0
University Heights,US,40.86,-73.91,27935,False,73,59,23.599999999999998,0.0,0.0,24.8,26.0,35.6,24.8,0.0,0.0,25.6,26.0,59.599999999999994
Morro Agudo,BR,-20.73,-48.06,27933,False,77,70,17.599999999999998,0.0,34.0,0.0,0.0,26.8,25.2,0.0,35.6,0.0,0.0,44.800000000000004
Panāgar,IN,23.28,80.0,27932,False,66,64,48.8,7.199999999999999,48.8,0.0,0.0,4.3999999999999995,52.400000000000006,7.199999999999999,49.2,0.0,0.0,15.6
Terneuzen,NL,51.34,3.83,27930,False,37,35,11.200000000000001,0.0,10.4,100.0,0.0,21.2,9.6,6.4,14.399999999999999,100.0,0.0,37.6
Baunatal,DE,51.25,9.41,27929,False,81,71,19.6,2.8000000000000003,8.799999999999999,0.0,20.4,25.6,17.2,9.2,13.200000000000001,0.0,20.4,43.2
Eséka,CM,3.65,10.77,27928,False,80,72,23.200000000000003,0.0,28.4,0.0,10.8,17.599999999999998,38.4,0.0,30.4,0.0,10.8,32.800000000000004
Dāsna,IN,28.68,77.52,27926,False,49,48,64.0,43.6,68.4,0.0,12.4,8.799999999999999,68.0,44.800000000000004,68.8,0.0,12.4,22.8
Bogd,MN,44.67,102.18,27924,False,43,40,44.0,84.39999999999999,12.4,0.0,0.0,29.2,42.8,86.0,13.600000000000001,0.0,0.0,54.800000000000004
Ennis,IE,52.84,-8.99,27923,False,82,81,9.2,0.0,3.2,27.6,0.0,10.0,7.6,0.0,5.2,28.000000000000004,0.0,19.2
Wexford/Maryvale,CA,43.75,-79.3,27917,False,75,60,23.599999999999998,0.0,3.2,0.0,23.200000000000003,36.4,22.0,0.0,3.5999999999999996,0.0,23.200000000000003,63.2
Kroměříž,CZ,49.3,17.39,27917,False,69,60,22.0,18.4,6.800000000000001,0.0,41.6,36.4,20.0,25.6,12.8,0.0,41.6,56.8
Sfizef,DZ,35.24,-0.24,27914,False,47,43,18.4,76.4,67.2,0.0,0.0,32.0,23.200000000000003,79.60000000000001,64.8,0.0,0.0,57.199999999999996
Pierrefitte-sur-Seine,FR,48.97,2.36,27914,False,75,67,10.4,28.799999999999997,24.4,0.0,31.2,22.8,10.0,34.4,31.6,0.0,31.2,44.4
West Springfield,US,42.11,-72.62,27912,False,75,60,35.199999999999996,0.0,0.0,0.0,21.2,34.8,37.6,0.0,0.0,0.0,21.2,61.199999999999996
Dodge City,US,37.75,-100.02,27912,False,57,54,45.2,54.400000000000006,30.8,0.0,24.4,37.6,46.400000000000006,55.60000000000001,33.2,0.0,24.4,57.599999999999994
Ban Bang Kadi,TH,14.0,100.55,27911,False,16,14,86.8,22.0,57.599999999999994,100.0,97.2,18.0,98.0,21.2,57.199999999999996,100.0,97.2,35.6
Lovetch,BG,43.13,24.72,27910,False,72,54,25.6,36.0,30.4,0.0,0.0,35.199999999999996,27.6,43.2,36.4,0.0,0.0,65.2
Kulittalai,IN,10.94,78.41,27910,False,39,33,77.60000000000001,57.99999999999999,71.6,0.0,45.2,10.0,85.2,56.8,71.6,0.0,45.2,26.400000000000002
Sulur,IN,11.02,77.13,27909,False,43,42,60.4,66.8,76.8,0.0,0.0,14.799999999999999,65.2,68.0,77.2,0.0,0.0,31.2
Mocímboa,MZ,-11.32,40.35,27909,False,58,52,55.2,28.799999999999997,54.800000000000004,11.600000000000001,0.0,17.599999999999998,62.4,32.0,57.99999999999999,12.0,0.0,33.6
Sant Vicenç dels Horts,ES,41.39,2.01,27901,False,66,62,8.0,43.6,38.0,2.4,37.2,26.400000000000002,10.4,48.0,44.0,2.8000000000000003,37.2,48.4
Kofelē,ET,7.07,38.78,27900,False,86,75,0.4,4.8,19.6,0.0,0.0,22.0,0.0,8.0,22.0,0.0,0.0,41.199999999999996
Geldrop,NL,51.42,5.56,27900,False,85,75,14.799999999999999,4.8,11.600000000000001,0.0,0.0,22.400000000000002,12.8,10.4,16.0,0.0,0.0,39.2
Paragould,US,36.06,-90.5,27900,False,77,68,32.800000000000004,0.0,0.0,0.0,11.200000000000001,26.8,34.8,0.0,0.0,0.0,11.200000000000001,48.0
Szentes,HU,46.66,20.26,27898,False,44,41,24.4,46.400000000000006,30.4,0.0,78.0,37.6,26.0,51.6,37.6,0.0,78.0,61.6
El Campello,ES,38.43,-0.4,27893,False,50,48,18.8,72.0,58.4,0.8,0.0,23.599999999999998,20.4,74.4,57.199999999999996,0.8,0.0,42.4
Jhawarian,PK,32.36,72.62,27893,False,36,34,66.0,77.2,69.19999999999999,0.0,64.8,26.8,70.8,76.8,72.39999999999999,0.0,64.8,49.2
Rangia,IN,26.45,91.61,27889,False,59,53,56.39999999999999,0.0,32.4,0.0,48.8,12.8,64.8,0.0,33.6,0.0,48.8,28.4
Maywood,US,33.99,-118.18,27888,False,46,45,8.0,80.4,63.2,0.0,0.0,24.8,9.6,81.6,63.6,0.0,0.0,40.8
Melgaço,BR,-1.8,-50.71,27881,False,43,28,69.19999999999999,0.0,8.0,1.2,82.8,20.4,100.0,0.0,9.6,1.2,82.8,54.0
Königsbrunn,DE,48.28,10.89,27879,False,82,72,23.200000000000003,0.0,0.0,0.0,0.0,27.200000000000003,20.8,0.0,0.0,0.0,0.0,45.6
South Riverdale,CA,43.65,-79.34,27876,False,69,58,23.599999999999998,0.0,3.2,0.0,45.2,36.4,22.0,0.0,3.5999999999999996,0.0,45.2,63.2
Kolpashevo,RU,58.32,82.9,27876,False,64,50,45.6,0.0,6.4,0.0,47.599999999999994,42.4,46.0,0.0,6.800000000000001,0.0,47.599999999999994,72.39999999999999
Bungu,TZ,-7.63,39.06,27873,False,60,54,57.199999999999996,21.6,44.0,0.0,0.0,16.8,62.8,26.0,47.599999999999994,0.0,0.0,34.0
Zanandore,BI,-3.26,30.11,27867,False,79,73,0.0,0.0,32.4,0.0,16.0,20.0,0.4,1.6,34.8,0.0,16.0,41.199999999999996
Le Kremlin-Bicêtre,FR,48.82,2.36,27867,False,67,65,10.8,30.4,25.6,0.0,45.6,23.200000000000003,10.4,35.6,32.800000000000004,0.0,45.6,44.800000000000004
Seguin,US,29.57,-97.96,27864,False,67,61,41.199999999999996,42.8,30.0,0.0,0.0,28.4,47.599999999999994,44.800000000000004,33.2,0.0,0.0,49.2
Tapah Road,MY,4.17,101.2,27863,False,55,38,72.0,0.0,0.0,0.0,1.6,19.2,97.6,0.0,0.0,0.0,1.6,36.8
Bāmor Kalān,IN,24.89,78.15,27860,False,55,55,53.2,24.8,60.8,0.0,24.4,7.6,56.8,24.0,60.4,0.0,24.4,18.4
Sisak,HR,45.47,16.38,27859,False,65,58,19.2,0.0,0.0,0.0,53.2,34.0,20.4,2.8000000000000003,2.0,0.0,53.2,62.0
Umargām,IN,20.2,72.75,27859,False,50,46,71.2,0.0,48.0,28.4,0.0,12.4,76.8,0.0,48.0,28.799999999999997,0.0,28.000000000000004
Watamu,KE,-3.35,40.02,27857,False,57,54,42.4,38.0,57.599999999999994,11.600000000000001,0.0,18.0,52.0,42.0,59.199999999999996,12.0,0.0,33.6
Welingara,GM,13.4,-16.67,27856,False,41,35,65.60000000000001,52.0,76.8,28.799999999999997,0.0,20.8,74.0,60.0,81.2,32.4,0.0,46.0
Shirley,US,40.8,-72.87,27854,False,76,64,24.0,0.0,0.0,18.4,0.0,34.8,24.4,0.0,0.0,19.2,0.0,56.8
Livingston,US,40.8,-74.32,27853,False,76,62,29.2,0.0,0.0,0.0,0.0,36.4,31.2,0.0,0.0,0.0,0.0,62.0
Round Lake Beach,US,42.37,-88.09,27852,False,77,63,33.6,0.0,2.4,0.0,0.0,34.0,34.4,0.0,2.4,0.0,0.0,58.8
Martorell,ES,41.47,1.93,27850,False,67,63,8.0,46.0,39.6,0.0,13.600000000000001,26.0,11.200000000000001,50.0,45.2,0.0,13.600000000000001,47.199999999999996
Longhua,CN,29.21,106.21,27849,False,71,70,21.6,0.0,4.0,0.0,43.2,15.6,26.0,0.0,5.6000000000000005,0.0,43.2,32.800000000000004
Sabana de Torres,CO,7.39,-73.5,27845,False,51,36,76.8,0.0,13.600000000000001,0.0,0.0,22.0,100.0,0.0,16.0,0.0,0.0,42.0
Mosman,AU,-33.84,151.24,27844,False,85,76,3.5999999999999996,3.2,6.800000000000001,4.3999999999999995,0.0,24.8,4.3999999999999995,4.8,7.199999999999999,4.8,0.0,40.400000000000006
Morón de la Frontera,ES,37.12,-5.45,27844,False,50,45,14.000000000000002,52.400000000000006,76.0,0.0,0.0,26.400000000000002,19.6,58.8,79.2,0.0,0.0,53.2
Marpole,CA,49.21,-123.13,27843,False,32,31,11.200000000000001,0.0,18.8,100.0,53.6,23.599999999999998,9.6,0.0,21.6,100.0,53.6,40.400000000000006
Nalbāri,IN,26.44,91.44,27839,False,59,53,56.00000000000001,0.0,32.800000000000004,0.0,48.4,12.4,64.4,0.0,34.0,0.0,48.4,28.4
Termas de Rio Hondo,AR,-27.49,-64.86,27838,False,59,57,26.8,50.8,50.8,0.0,45.6,23.599999999999998,30.8,50.8,52.400000000000006,0.0,45.6,36.0
Kuangshi,CN,38.07,114.05,27836,False,63,61,35.199999999999996,49.6,36.8,0.0,13.200000000000001,16.8,35.6,49.2,37.6,0.0,13.200000000000001,41.6
Cheraga,DZ,36.77,2.96,27835,False,51,49,16.400000000000002,49.2,73.2,0.8,0.0,25.2,20.8,51.6,74.4,0.8,0.0,42.8
Dagestanskiye Ogni,RU,42.12,48.19,27835,False,57,53,16.0,62.8,43.2,2.4,0.0,30.0,17.2,65.60000000000001,46.400000000000006,2.4,0.0,52.400000000000006
Muchun,TJ,39.88,69.18,27835,False,57,54,27.200000000000003,56.39999999999999,60.0,0.0,0.0,28.4,26.400000000000002,59.599999999999994,61.6,0.0,0.0,49.2
Baesweiler,DE,50.91,6.19,27834,False,86,75,14.799999999999999,0.0,2.4,0.0,0.0,22.400000000000002,12.8,0.0,6.0,0.0,0.0,40.8
Toyoshina,JP,36.3,137.9,27834,False,81,71,29.2,0.0,0.0,0.0,0.0,25.6,29.2,0.0,0.0,0.0,0.0,45.2
Traipu,BR,-9.97,-37.0,27826,False,52,46,54.400000000000006,49.2,59.599999999999994,0.0,42.0,15.2,66.4,51.6,62.8,0.0,42.0,31.6
Bad Neuenahr-Ahrweiler,DE,50.54,7.11,27823,False,83,72,18.0,4.0,10.0,0.0,9.6,24.0,16.0,10.4,14.799999999999999,0.0,9.6,42.4
Tirat Karmel,IL,32.76,34.97,27822,False,47,43,16.400000000000002,57.199999999999996,79.60000000000001,2.4,0.0,26.8,20.4,61.199999999999996,81.6,2.4,0.0,49.2
Sterling,US,39.01,-77.43,27822,False,76,63,32.0,0.0,0.0,0.0,21.6,33.2,35.199999999999996,0.0,0.0,0.0,21.6,56.00000000000001
Pallikunnu,IN,11.89,75.36,27820,False,50,45,72.8,0.0,46.0,15.6,0.0,17.2,80.0,0.0,46.0,16.400000000000002,0.0,32.800000000000004
Zolotonocha,UA,49.67,32.04,27818,False,67,52,27.200000000000003,26.8,21.6,0.0,25.2,43.2,26.0,34.8,26.400000000000002,0.0,25.2,68.4
Giannitsá,GR,40.79,22.41,27817,False,51,46,26.0,68.0,55.60000000000001,0.0,7.6,33.2,32.4,72.8,55.2,0.0,7.6,64.8
Şāfītā,SY,34.82,36.12,27815,False,54,51,18.0,37.6,68.8,0.0,0.0,27.6,21.6,43.2,71.6,0.0,0.0,50.8
Margasari,ID,-7.1,109.02,27814,False,88,81,0.4,0.0,0.0,0.0,0.0,20.8,2.8000000000000003,0.0,2.8000000000000003,0.0,0.0,33.2
Charata,AR,-27.22,-61.19,27813,False,66,63,32.800000000000004,35.199999999999996,41.199999999999996,0.0,28.4,25.2,38.4,35.6,43.6,0.0,28.4,40.400000000000006
Kurihashi,JP,36.13,139.7,27813,False,51,50,21.2,0.0,0.4,0.0,78.0,24.0,22.400000000000002,0.0,0.4,0.0,78.0,44.4
Middletown,US,41.45,-74.42,27812,False,77,61,33.2,0.0,0.0,0.0,0.0,35.199999999999996,35.6,0.0,0.0,0.0,0.0,62.4
Remuera,NZ,-36.88,174.8,27810,False,80,75,1.2,0.0,0.0,31.2,0.0,20.8,1.2,0.0,0.0,32.4,0.0,38.4
Nasirabad,PK,27.38,67.92,27809,False,22,20,89.2,100.0,12.0,0.0,91.60000000000001,23.599999999999998,94.0,100.0,12.4,0.0,91.60000000000001,44.0
Jaciara,BR,-15.96,-54.97,27807,False,58,51,61.199999999999996,0.0,41.199999999999996,0.0,5.6000000000000005,28.4,70.39999999999999,0.0,42.4,0.0,5.6000000000000005,49.2
Zhengxing,CN,29.46,106.13,27804,False,87,79,20.0,0.0,3.5999999999999996,0.0,0.0,13.600000000000001,23.599999999999998,0.0,5.6000000000000005,0.0,0.0,32.4
Guangcun,CN,19.64,109.36,27803,False,64,57,54.800000000000004,0.0,24.4,5.6000000000000005,0.0,16.0,64.8,0.0,25.6,5.6000000000000005,0.0,31.2
Trittāla,IN,10.8,76.13,27796,False,53,48,68.4,0.0,45.2,0.0,18.4,15.6,75.6,0.0,45.2,0.0,18.4,30.8
Elorza,VE,7.06,-69.5,27795,False,44,32,68.8,0.0,44.0,0.0,76.8,20.0,93.60000000000001,0.0,44.0,0.0,76.8,42.4
Buurhakaba,SO,2.8,44.08,27792,False,37,30,77.2,80.4,82.0,0.0,0.0,19.2,92.0,82.8,79.2,0.0,0.0,34.0
Vadnagar,IN,23.79,72.64,27790,False,42,40,72.8,56.39999999999999,78.4,0.0,0.0,23.599999999999998,77.60000000000001,56.00000000000001,78.4,0.0,0.0,41.6
Gasuba,ET,6.72,37.57,27789,False,69,65,18.4,22.8,45.6,0.0,0.0,24.8,26.8,26.400000000000002,47.199999999999996,0.0,0.0,47.599999999999994
Sijunjung,ID,-0.7,100.98,27786,False,70,63,29.599999999999998,0.0,0.0,0.0,43.2,21.6,50.4,0.0,0.0,0.0,43.2,38.4
Sunbury-on-Thames,GB,51.4,-0.42,27784,False,70,69,12.4,8.4,16.0,2.8000000000000003,43.6,18.8,10.8,13.600000000000001,20.0,2.8000000000000003,43.6,32.800000000000004
Jaswantnagar,IN,26.88,78.9,27777,False,45,42,72.8,45.2,70.39999999999999,0.0,27.200000000000003,3.2,76.8,44.800000000000004,70.39999999999999,0.0,27.200000000000003,14.399999999999999
Champs-sur-Marne,FR,48.85,2.6,27776,False,75,66,12.8,25.2,22.0,0.0,32.4,23.599999999999998,11.600000000000001,31.2,28.799999999999997,0.0,32.4,45.6
Vicuña,CL,-30.04,-70.71,27771,False,38,37,12.0,100.0,0.0,0.0,0.0,31.2,8.4,100.0,0.0,0.0,0.0,57.199999999999996
Be’er Ya‘aqov,IL,31.94,34.84,27768,False,44,43,17.599999999999998,66.0,83.2,0.0,0.0,24.8,21.6,68.4,82.0,0.0,0.0,46.400000000000006
Fountain,US,38.68,-104.7,27767,False,46,43,42.4,77.2,35.6,0.0,0.0,35.199999999999996,42.4,78.8,37.2,0.0,0.0,56.39999999999999
Sønderborg,DK,54.91,9.79,27766,False,81,71,16.400000000000002,0.0,0.4,11.600000000000001,0.0,28.799999999999997,14.000000000000002,0.0,1.6,12.0,0.0,46.400000000000006
Saratoga Springs,US,43.08,-73.78,27765,False,76,60,34.8,0.0,0.0,0.0,0.0,35.6,36.0,0.0,0.0,0.0,0.0,63.6
Ehingen,DE,48.28,9.73,27764,False,82,71,23.200000000000003,0.0,2.8000000000000003,0.0,6.800000000000001,26.400000000000002,20.4,0.0,3.5999999999999996,0.0,6.800000000000001,46.0
Haaga,FI,60.22,24.9,27761,False,71,56,31.2,0.0,5.6000000000000005,10.0,0.0,42.4,27.200000000000003,0.0,7.6,10.0,0.0,70.0
Zarechnyy,RU,56.81,61.32,27758,False,68,52,42.0,6.4,6.0,0.0,0.0,48.0,39.6,11.200000000000001,7.199999999999999,0.0,0.0,75.2
Newry,GB,54.18,-6.34,27757,False,90,85,15.6,0.0,0.0,2.4,0.0,12.4,14.000000000000002,0.0,0.0,2.4,0.0,23.200000000000003
Nong Phai,TH,15.99,101.06,27756,False,38,33,85.2,23.200000000000003,59.199999999999996,0.0,44.800000000000004,11.600000000000001,92.4,20.8,57.99999999999999,0.0,44.800000000000004,27.200000000000003
St. James-Assiniboia East,CA,49.89,-97.23,27755,False,58,52,44.0,10.0,8.4,0.0,57.599999999999994,38.800000000000004,44.4,16.0,11.600000000000001,0.0,57.599999999999994,65.60000000000001
Santa Rosa de Copán,HN,14.77,-88.78,27753,False,76,63,20.0,0.0,35.6,0.0,0.0,29.599999999999998,36.0,3.5999999999999996,39.2,0.0,0.0,54.400000000000006
Afzalgarh,IN,29.39,78.67,27753,False,56,52,63.2,14.000000000000002,49.6,0.0,3.5999999999999996,10.0,68.0,14.000000000000002,49.6,0.0,3.5999999999999996,26.400000000000002
Monção,BR,-3.49,-45.25,27751,False,44,42,62.4,0.0,32.4,0.0,78.8,18.4,73.2,0.0,32.4,0.0,78.8,35.199999999999996
Kirkwood,US,38.58,-90.41,27750,False,75,64,36.4,0.0,1.6,0.0,17.2,30.4,39.2,2.0,3.5999999999999996,0.0,17.2,53.2
Qibray,UZ,41.39,69.46,27750,False,45,43,30.8,56.39999999999999,75.6,0.0,29.2,29.2,32.800000000000004,58.8,76.0,0.0,29.2,49.6
Drexel Heights,US,32.14,-111.03,27749,False,37,35,38.0,88.8,55.2,0.0,14.399999999999999,35.6,42.4,89.60000000000001,54.0,0.0,14.399999999999999,57.199999999999996
Dogomet,GN,10.59,-11.18,27748,False,61,58,56.8,0.0,46.400000000000006,0.0,0.0,21.6,61.199999999999996,0.0,46.400000000000006,0.0,0.0,37.6
Tristán Suárez,AR,-34.89,-58.57,27746,False,86,76,8.799999999999999,6.4,4.8,0.0,0.0,22.400000000000002,11.600000000000001,9.2,5.6000000000000005,0.0,0.0,38.800000000000004
Chongkan,CN,30.16,105.61,27745,False,87,78,18.8,0.0,6.800000000000001,0.0,0.0,15.2,22.0,0.0,8.4,0.0,0.0,34.8
